Source;Target
KCHV;L0VD
RKHF;W7HS
RKHF;RSHN
RKHF;CBWD
RKHF;JDUB
W8GA;I2IC
W8GA;UXWF
W8GA;FCLC
W8GA;T7Z4
W8GA;CWVB
PIQP;PDRT
PIQP;QYX9
OUY3;P5P9
OUY3;QMIY
OUY3;B0AR
Y8GY;YKPT
Y8GY;A9PJ
XRMX;AVN7
QYX9;TEJ5
QYX9;N7UQ
QYX9;CAEO
QYX9;M5ET
QYX9;MMO5
QYX9;G6XT
QYX9;NVW6
QYX9;QKVG
QYX9;I6L8
QYX9;PEGA
QYX9;QCU3
QYX9;URA4
K7G5;O5K3
K7G5;CAEO
K7G5;RGFW
K7G5;DDFW
LIWB;SPKX
LIWB;TTQQ
LIWB;VBM7
V7VM;PRWN
V7VM;YTE0
V7VM;HCVP
V7VM;EZQM
LMMR;L4HQ
WZM7;STF3
PGS9;RAWI
PGS9;RLAI
PGS9;O1A1
PGS9;M6YH
PGS9;IVKY
KGA3;FUU0
VYT2;RQUQ
VYT2;SYML
VYT2;UIVX
VYT2;YWCZ
VYT2;R4EO
VYT2;VUBK
VYT2;L6M5
VYT2;ROSR
VYT2;ZILN
MGQX;EKUW
MGQX;Q7EM
MGQX;QJUE
MGQX;Y1ZR
XUV9;UGFM
OTWX;BJUJ
OTWX;M6HI
JXHY;IHKC
JXHY;R0BW
WNOJ;U9TZ
WNOJ;LUQU
WNOJ;SAGM
RKY5;EBJ6
RKY5;W6JA
RKY5;TCYA
RKY5;A2MK
RKY5;STF2
RKY5;UVRR
RKY5;MOCK
RKY5;A6NC
RKY5;A2CK
RKY5;V0R5
RKY5;PMA5
RKY5;O8UB
RKY5;QTMI
RKY5;DJF2
O7ZN;OKYE
O7ZN;VAT4
O7ZN;RWO0
CAEO;O5K3
CAEO;RGFW
CAEO;DDFW
CAEO;H4E2
IWDP;XXJP
IWDP;S2GY
YYYC;M0TT
FUJI;L6TF
FUJI;F0ZG
FUJI;E6PS
JCPR;PRWN
TKLP;GTCM
TKLP;T0KS
TKLP;P7Q7
TKLP;LTCD
TKLP;H8KP
TKLP;W5EZ
B3N2;T6QF
B3N2;UDKQ
B3N2;CXX7
B3N2;P0K0
B3N2;LOJ7
B3N2;P8FT
B3N2;GGDU
B3N2;GSMI
B3N2;DIPE
B3N2;W4B4
B3N2;RLLT
B3N2;O3K7
B3N2;L7G4
B3N2;R6XZ
B3N2;ZULJ
B3N2;O2ZO
B3N2;DYOI
B3N2;WVP1
B3N2;N7GM
B3N2;AVN7
B3N2;NVY4
B3N2;AANA
B3N2;H4MZ
B3N2;EUAE
AZGW;MBJ8
AZGW;AIWC
LKV1;ZDXR
EAKD;WQPN
EAKD;H5GB
EAKD;OLUR
EAKD;ECRR
WHN2;VTRX
WHN2;K2Q2
R9QQ;GZS0
R9QQ;MHF7
R9QQ;EHRN
R9QQ;C7MQ
R9QQ;SFH5
GSMI;AANA
XBUE;NVJM
XBUE;COUR
XBUE;W5VS
XBUE;WNB2
XBUE;XVFG
XBUE;JNYX
XBUE;PEJC
XBUE;NRZZ
FZZY;J1T4
FZZY;Z4O3
FZZY;B5MC
STGC;QTW8
STGC;VUBK
G8P8;UDFY
G8P8;JSRU
EDHZ;M6HI
EDHZ;JTPS
EDHZ;N1NT
WQPN;OLUR
WQPN;H5GB
WQPN;P2B7
WQPN;ECRR
Y0SO;MXHE
QPRG;NYF3
YTGZ;J4FO
YTGZ;WUF3
UXWF;IKGN
UXWF;V5B5
UXWF;RYB4
ZIRO;RMMJ
XQJD;R9WX
XQJD;TTQQ
XQJD;IVSD
Y9C0;O5ZW
Y9C0;FOFA
Y9C0;QYI5
VTTU;LTCD
CTGI;U1VP
CTGI;USBJ
IEMF;AANA
IEMF;BKBF
IEMF;KRZA
LOBH;ONLK
LOBH;W6C7
LOBH;OIS2
LOBH;B4V3
LOBH;FJB2
C2GG;P5AJ
LIVG;J2PU
LIVG;VAQJ
LIVG;NBC0
LIVG;KUHW
G5T6;S9UI
U0A7;S5CC
U0A7;WVDE
U0A7;U8JV
YWX7;SLEC
YWX7;CDS4
YWX7;R0JL
ZWPX;U3QS
GVG4;CWCY
SYNV;SHYM
SMBK;ZWJF
SMBK;NTZF
SMBK;W7HS
SQZC;D9DF
ZJWJ;M7NR
ZJWJ;S0J5
ZJWJ;A0QY
I0GJ;MHF7
I0GJ;MZFM
I0GJ;OVLT
PPYT;XODZ
PPYT;U9KY
PPYT;GWHP
PPYT;FQOY
PPYT;ACLM
DOJN;E6KU
PRHD;HHNO
PRHD;UGFM
U6ZO;UYNQ
A9R3;SAKK
A9R3;GCRT
N8QG;HHNO
N8QG;FHWB
N8QG;UGFM
NBRL;TNTW
NBRL;DBCK
NBRL;P9IM
NBRL;R2D9
NBRL;USBJ
NBRL;A0YX
TRPT;NSF9
TRPT;EHXF
A9TE;O5JG
A9TE;C2HP
A9TE;ITJ6
NUHD;E6PS
TUST;JHQ2
YEGQ;UGFM
YEGQ;HHNO
QXVU;YKGU
KUHW;QMIY
KUHW;NBC0
KUHW;BGMC
KUHW;VAQJ
KUHW;KLA7
KUHW;OGRH
KUHW;IKLU
KUHW;B3SH
KUHW;NIBZ
KUHW;J2PU
KUHW;O7Z2
KUHW;OYWT
KUHW;HCVP
KUHW;MSEZ
EHKM;VLO6
EHKM;MVSQ
EHKM;QYOV
EHKM;E3SD
AOTQ;UGFM
AOTQ;HHNO
KHGR;ONTA
L6M5;VUBK
L6M5;ROSR
L6M5;SYML
L6M5;R4EO
L6M5;YWCZ
J2PU;VAQJ
J2PU;O7Z2
J2PU;BGMC
J2PU;SYT7
J2PU;HCVP
RWO0;OKYE
RWO0;VAT4
Q8JD;JSRU
Q8JD;U2IB
YKGU;P7BH
YKGU;LKVP
RSV1;K6R9
RSV1;NKEL
SHFN;TGRW
SHFN;EPXG
O4LV;B4V3
XAZ1;ALZN
XAZ1;J3KG
XAZ1;IJIT
XAZ1;PHMI
XAZ1;LDCT
XAZ1;G9LG
XAZ1;BKBF
DOWF;FJPS
DOWF;GRJP
QCU3;QKVG
QCU3;MMO5
QCU3;M5ET
YJI0;NKEL
ZULJ;M9S2
ZULJ;O3K7
WMAP;EXD1
WMAP;LQHR
WMAP;LPXQ
WMAP;OXMX
WMAP;SGZ4
WMAP;B0ZM
SPKX;MZDP
W7L8;XVJO
W7L8;FUU0
QMVP;S6VB
QMVP;DJF2
B2QN;XSUD
B2QN;UTRK
RLSP;YMJO
RLSP;P0W0
RLSP;RPFC
SQKC;W6C7
CZVF;C7WW
KVDH;LGCV
U0U3;JPKB
U0U3;INPA
U0U3;ZBM2
U0U3;MYGI
IHFX;FHK6
IHFX;M6YH
IHFX;H7YT
IHFX;FEB0
IHFX;BKD7
IHFX;K7Z2
IHFX;B7RG
IHFX;IYS3
OLHR;PVR6
OLHR;R7U0
OLHR;UFYB
WVLM;XAH1
WLO7;OKFF
W1VC;FUU0
INQJ;HCDF
INQJ;AKM7
INQJ;SEIC
INQJ;JECX
INQJ;ZXVH
INQJ;FPJS
INQJ;AAJR
INQJ;CIM6
P1OI;HCVP
L4GE;EVVE
IRU4;CWJG
IRU4;N0PI
IRU4;MCZ6
IRU4;CMSS
IRU4;ROXS
IRU4;DPE4
R3Y5;N2XI
K2CK;JXKG
K2CK;TAER
K2CK;UTRK
K2CK;T8S5
ENV4;N2XI
ENV4;AMUW
BKD7;FEB0
BKD7;B7RG
BKD7;K7Z2
BKD7;IYS3
BKD7;H7YT
RNUQ;PRWN
RNUQ;JSRU
RNUQ;E3IL
RNUQ;UDN0
RNUQ;B7W7
RNUQ;S1H8
RNUQ;B3ER
RNUQ;UDFY
N2PM;LUQU
N2PM;U9TZ
J4FO;NAJS
J4FO;WUF3
J4FO;RPU6
J4FO;HMIA
J4FO;ULVM
J4FO;U2LA
J4FO;CJQJ
FQZ2;ZUVV
FQZ2;MMVG
FQZ2;KRJ8
Z4X6;Z0HZ
QEXK;DRRO
QEXK;XYWN
VFEW;ALSW
WMLP;BKBF
WMLP;IJIT
Y7RG;ZYJH
Y7RG;VYWB
Y7RG;IJHA
Y7RG;RLWX
Y7RG;C5RU
Y7RG;YTI7
GVJO;WBKV
GVJO;EYLF
GVJO;J2OX
GVJO;E9L5
QIHY;XIDG
J4PC;JLXO
KSSP;T8S5
KSSP;E2MS
KSSP;DDCU
KSSP;MOXB
KSSP;THK3
PQU9;TTQQ
PQU9;AHD1
PQU9;R8OZ
PQU9;G9VP
PQU9;I8YK
UYNQ;EEMX
UYNQ;I7AU
UYNQ;I6OK
JKKK;S1WU
ZJFR;F1SA
HTDP;C9NB
PJE4;YETW
PJE4;H4RA
OZO6;KKFH
XFHV;MVMD
XFHV;OFO5
TZB0;UGFM
AMUW;N2XI
YTMZ;EIND
YTMZ;UYL7
YTMZ;VUBK
AOW5;BINF
AOW5;O5JG
AOW5;AJW7
AOW5;UGFM
XGYH;UDFY
XGYH;JSRU
BBDQ;D9DF
YLXB;UBUJ
YLXB;HHO2
YLXB;EVX9
YLXB;WWJO
YLXB;WNCX
YLXB;TNE8
BQPB;EWW7
S2GY;OFO5
S2GY;XXJP
S2GY;V1XN
TRGP;KQXV
Y9PC;D1O6
ONLK;OIS2
ONLK;TPV2
ONLK;W6C7
ONLK;WOX5
ONLK;B4V3
ONLK;L7ML
ONLK;QOIJ
ITM0;EUQ6
ITM0;Z3LG
ITM0;VCAK
ITM0;WNB2
R3ZV;XAH1
R3ZV;TNTW
OFYU;BEG6
OFYU;RRLN
FWE0;HHNO
FWE0;UGFM
O5X1;JSRU
O5X1;NYF3
O5X1;S1H8
SCGE;M0TT
SCGE;VJF9
SCGE;T8S5
SCGE;JXKG
SCGE;I5HV
R9WX;IVSD
R9WX;TTQQ
CALH;B8QL
CALH;O5P1
CALH;E7AN
UKYY;CLLP
UKYY;KCER
J2OX;ENBP
TEXL;MYU2
TEXL;SYT6
TEXL;VCJZ
TEXL;MLF4
A2I7;UUIV
L0RY;INPA
L0RY;W5EZ
L0RY;LTCD
L0RY;H8KP
L0RY;ZBM2
NAJS;E6MO
NAJS;WUF3
L1PP;EPXG
L1PP;TQPJ
ZJBR;FUU0
ZJBR;E2MS
ZJBR;T8S5
EGCP;NCAN
EGCP;J5WG
FSKQ;RAC5
FSKQ;UKAE
YEG2;LRJV
YEG2;L8Z6
YEG2;UMOG
YEG2;WGTD
U7C8;BKBF
RAWI;O1A1
S3QI;R4EO
YKPT;R5OR
YKPT;CEYR
YKPT;A9PJ
YKPT;BCFO
QYHO;ALYN
WGTD;ZWL5
G9LG;WUVB
G9LG;BKBF
G9LG;LDCT
G9LG;IJIT
G9LG;ALZN
G9LG;PHMI
G9LG;J3KG
VLO6;QYOV
VLO6;E3SD
YCCF;FCLC
HHO2;UBUJ
HHO2;WWJO
HHO2;WNCX
HHO2;TNE8
HHO2;EVX9
QLC4;YTE0
QLC4;D9DF
QLC4;EVVW
QLC4;O0O0
QLC4;GYCN
QLC4;EZQM
QLC4;HCVP
QLC4;SGZ4
QLC4;B0ZM
C9N6;JHBL
C9N6;NYLE
A2MK;STF2
A2MK;A6NC
A2MK;UVRR
A2MK;A2CK
A2MK;EBJ6
NGXZ;USBJ
RME7;BTF9
O5P1;E7AN
O5P1;E3XY
AIP6;EVVE
WNB2;EUQ6
WNB2;NVJM
WNB2;NRZZ
WNB2;W5VS
WNB2;NIFP
WNB2;VCAK
WNB2;Z3LG
WNB2;D3JX
WNB2;PEJC
WNB2;XVFG
WNB2;TBPO
WNB2;W6GJ
WNB2;FBTY
WNB2;NFIV
WNB2;COUR
WNB2;JNYX
WNB2;S6MU
W5VS;NRZZ
W5VS;COUR
W5VS;PEJC
W5VS;JNYX
W5VS;XVFG
W5VS;NVJM
A5DR;GIFI
A5DR;TACQ
A5DR;E1IK
N9YF;U1VP
M5ET;QKVG
M5ET;MMO5
FHBZ;TFQU
HWEC;JVW2
CWVB;W2KS
CWVB;FCLC
CWVB;T7Z4
CWVB;B9WA
YDLR;P9QM
YDLR;BKBF
N7UQ;QKVG
N7UQ;MMO5
G6V3;U0V8
E7OA;E6PS
E7OA;L6TF
E7OA;F0ZG
AUL9;RCH1
AUL9;NYHB
AUL9;RPFC
AUL9;KVUU
S6VB;D6CQ
S6VB;MOCK
S6VB;DJF2
HAWG;CDS4
HAWG;E4U3
HAWG;RVUI
BEG6;ASVW
BEG6;HPH0
BEG6;E2MS
BEG6;JXKG
BEG6;T8S5
BEG6;FUU0
LQAR;X2RY
LQAR;MBDX
I5WI;ZUVV
I5WI;KRJ8
I5WI;G7RL
I5WI;JLF8
I5WI;BIX0
QYHF;V5B5
OVE9;UGFM
V5B5;QHJ1
V5B5;IKGN
V5B5;RYB4
FBET;Z7AN
FBET;QTMI
TYKI;E0ZT
TYKI;ORBM
TYKI;EHE2
TYKI;RUPA
O3K7;M9S2
ZWKP;OLUR
ZWKP;XOYZ
ZIBG;E3XY
ZIBG;BKSV
GJN6;TMPA
QWH1;UYL7
P1OX;HCVP
VKP8;JVW2
VKP8;PNNJ
VKP8;QFS8
VKP8;VNAW
VKP8;F3XS
FJWP;GSY8
FJWP;K4NO
OUKR;S1H8
ZFT3;WQYL
XYPE;XHU3
XYPE;P6Z5
XYPE;HRWN
XYPE;EUJQ
LTCD;W5EZ
LTCD;ZBM2
LTCD;H8KP
LTCD;GTCM
LTCD;INPA
IFX7;N2XI
UDN0;JSRU
UDN0;S1H8
ECRR;H5GB
ECRR;H4RA
D4UX;Y9Y7
VAQJ;EVVW
VAQJ;BGMC
VAQJ;O7Z2
VAQJ;F4DK
VAQJ;NBC0
VAQJ;HCVP
Q9TE;QOIJ
Q9TE;DSUR
UDX0;FES8
UDX0;CHOU
UDX0;USBJ
SQFY;GZS0
SQFY;IVLH
D9XS;UKLB
D9XS;PZQB
D9XS;MJTJ
A6NC;EBJ6
A6NC;STF2
A6NC;UVRR
A6NC;A2CK
ZUVV;KRJ8
ZUVV;JLF8
ZUVV;MMVG
ZUVV;BIX0
ZUVV;G7RL
H8YB;QOIJ
H8YB;CMSS
LYJM;MBDX
LYJM;VNAW
LPKV;HHNO
LPKV;UGFM
DIPE;GDJ7
DIPE;YGPY
DIPE;CFRO
BKBW;VBQ0
BKBW;BCFO
HXRN;KHA8
HXRN;B0AP
HXRN;QJUE
HXRN;Y1ZR
KHA8;Q7EM
KHA8;HBE6
KHA8;S5SW
KHA8;EKUW
KHA8;QJUE
KHA8;Y1ZR
R8OZ;G9VP
R8OZ;AHD1
R8OZ;TTQQ
R8OZ;I8YK
V0R5;PMA5
V0R5;A2CK
V0R5;QTMI
V0R5;AJNA
V0R5;IVLH
V0R5;DJF2
V0R5;W6JA
V0R5;TCYA
V0R5;O8UB
V0R5;MOCK
TVMT;HHNO
TVMT;UGFM
Z0WL;G8FQ
Z0WL;GAW3
Z0WL;TTEX
Z0WL;FMO9
ZTCH;RPFC
ZTCH;HAP6
JCPW;NKEL
QJL4;DUR6
QJL4;K4XY
Y0YY;CXJ2
C5RU;RLWX
C5RU;ZYJH
C5RU;YTI7
C5RU;NCAN
C5RU;VYWB
C5RU;IJHA
NUDH;D2K5
NUDH;NYXX
NUDH;PDG5
NUDH;A1R4
NUDH;U2HB
MUWW;D1MJ
MUWW;STQQ
MUWW;TTQQ
MUWW;XRIU
MUWW;SAR5
DBU7;JHBL
RVUI;CDS4
RVUI;E4U3
KCER;CLLP
WRXP;TFQU
QLG9;ONTA
QLG9;P9OJ
BNZW;ALYN
NMVV;KPSP
NMVV;NOA1
NMVV;OGD4
R5OR;BCFO
R5OR;GCV9
XIDG;YEG1
XIDG;Q3GE
XIDG;J0JR
XIDG;XKIM
NRZZ;NVJM
NRZZ;COUR
NRZZ;PEJC
NRZZ;JNYX
NRZZ;XVFG
Q8NP;W2KS
Q8NP;R0JL
C7GI;HCVP
OGAR;U2LA
OGAR;HCVP
TFQU;FIAK
OTD3;FSAR
OTD3;E0IL
OTD3;KMFK
OTD3;OBQ0
D2K5;XJZP
D2K5;NYXX
D2K5;PDG5
RUPA;E0ZT
RUPA;EHE2
ZAMT;KJAH
LUC0;UAS0
GNGV;CILD
GNGV;GWHP
CILD;T0XB
CILD;SJKV
CILD;LHUG
CILD;T0V8
CILD;HZAB
CILD;GWHP
E6PS;HUC1
E6PS;L6TF
SWQO;QOIJ
SWQO;DSUR
H5GB;H4RA
H5GB;PGLP
H5GB;JIJZ
G6LR;HPYF
G6LR;QPTN
NYLE;CLLP
NYLE;YGL8
NYLE;JHBL
NYLE;E3O2
HXWE;F3F2
H9AT;CDYQ
PDG5;U2HB
PDG5;A1R4
IKLU;HCVP
IKLU;KLA7
IKLU;OGRH
IKLU;S0AG
IKLU;G2PS
IKLU;DBH2
IKLU;SGZ4
USBJ;XAH1
USBJ;VGYE
USBJ;L0VD
USBJ;QAAY
USBJ;P7O6
USBJ;VRHJ
H4RA;IGHU
H4RA;JIJZ
H4RA;YETW
H4RA;EWW7
OVQ5;FCLC
OVQ5;CDS4
Y1ZR;S5SW
Y1ZR;KRQS
Y1ZR;VUBK
Y1ZR;G4A4
Y1ZR;A0DB
Y1ZR;IODI
Y1ZR;RRAX
Y1ZR;QJUE
Y1ZR;LQBA
Y1ZR;UYA2
Y1ZR;NKJH
Y1ZR;EKUW
Y1ZR;B0AP
Y1ZR;XYDT
Y1ZR;BVEZ
Y1ZR;LZD7
Y1ZR;P5J2
Y1ZR;Q7EM
Y1ZR;AAMO
XIXB;UTRK
S5CC;WVDE
S5CC;U8JV
HUC1;H4J9
HUC1;E9NQ
HUC1;N7QC
HUC1;MWEN
CIM6;Q1EI
CIM6;EPXG
CIM6;VNB7
CIM6;DXDJ
CIM6;JEB2
CIM6;LWPH
MYGI;INPA
MYGI;W5EZ
QTMI;O8UB
QTMI;W6JA
QTMI;DJF2
QTMI;PMA5
QTMI;MOCK
QTMI;Z7AN
WVDE;U8JV
WVDE;C7WW
QOIJ;LUQU
QOIJ;WOX5
QOIJ;DSUR
QOIJ;L7ML
QOIJ;AXJH
QOIJ;OHJO
QOIJ;GGN0
QOIJ;E3XY
QOIJ;C8AF
QOIJ;NGTJ
QOIJ;BKSV
QOIJ;SHYM
QOIJ;U9TZ
QOIJ;KMDI
QOIJ;KXDS
QOIJ;L9TA
QOIJ;TPV2
QOIJ;U4OW
QOIJ;CMSS
MHY7;T8S5
VUX7;QHHJ
VUX7;O7DM
PMA5;AJNA
PMA5;W6JA
PMA5;O8UB
PMA5;A2CK
PMA5;DJF2
PMA5;MOCK
PMA5;TCYA
KVSB;UYA2
KVSB;K2Q2
KVSB;HSV7
KVSB;ZPSI
IOBG;V7GZ
D9DF;KGR0
D9DF;EXD1
D9DF;HCVP
D9DF;RPU6
D9DF;U2LA
VMRM;YQJU
HRFT;TRLM
Q6M8;M6HI
Q6M8;N6VN
WZH0;PXWQ
WZH0;YDDR
TNE8;ZCCP
TNE8;UBUJ
TNE8;WWJO
TNE8;EVX9
TNE8;IJJF
MMVG;KRJ8
YFBY;M6HI
YFBY;R5W3
YFBY;QPYI
YFBY;RMMJ
YFBY;L0BM
YFBY;TKIO
F1SA;VBQ0
F1SA;LDQB
F1SA;BCFO
F1SA;CHRE
F1SA;KYYW
VQB2;W4B4
VQB2;WNPW
X2KA;J1C5
K6R9;NKEL
K6R9;HUB0
K6R9;OQOE
K6R9;N9NE
VYWB;RLWX
VYWB;ZYJH
VYWB;YTI7
VYWB;IJHA
WNAP;ALYN
I0AK;NKEL
TVBV;K7XD
TVBV;MNRG
GDJ7;YGPY
CBWD;JDUB
CBWD;W7HS
CBWD;RSHN
GAW3;NZKN
GAW3;UPGB
QYOV;E3SD
NIBZ;EVVW
NIBZ;HCVP
NIBZ;OKAW
NIBZ;V1KN
NIBZ;LQHR
NIBZ;SGZ4
U2PR;YNSN
U2PR;LZQT
U2PR;O7V4
K4WY;QPTN
UMD6;SNLT
WPKG;KMFK
OGGB;ORBM
MJCH;P5P9
MJCH;QMIY
MJCH;B0AR
O7V4;ROSR
O7V4;VUBK
J6VA;J1C5
BWC1;H3WS
BWC1;SCZK
CFWY;YPOA
CFWY;XEDS
RFP2;IOMQ
RFP2;P0WC
RFP2;Q2XN
RFP2;ASOU
M6QU;R7U0
IAVD;UYL7
ZBM2;INPA
ZBM2;H8KP
ZBM2;W5EZ
R5W3;RMMJ
R5W3;M6HI
R5W3;L0BM
HPYF;L3UU
HPYF;YXRG
HPYF;HPNN
VNLX;PFPH
VNLX;BUPT
VNLX;VVDC
ZBIE;LKVP
NSF9;FAHN
NSF9;QTWY
PHGL;U5LE
PHGL;G4A4
MLF4;MYU2
MLF4;VCJZ
MLF4;J1T4
MLF4;SYT6
FMO9;NZKN
FMO9;UPGB
ITWD;N2XI
ITWD;IIEA
ITWD;SIB1
XKIM;RQEP
XKIM;J0JR
XKIM;YEG1
QNF6;LKVP
RYB4;IKGN
H7YT;IYS3
H7YT;B7RG
H7YT;FEB0
H7YT;K7Z2
OHPM;LHG7
OHPM;N2XI
KYSK;WLL3
YZQE;VUBK
NZBG;LFZ2
VIZL;N7YV
VIZL;YNGN
VIZL;B8RC
VIZL;D4BU
CTEV;ZEKE
CTEV;DWN8
UQNH;HHNO
ODLW;P1B0
ODLW;S8H7
ODLW;DZVS
N1NT;JTPS
MBDX;VNAW
B8EW;EVVW
B8EW;LPXQ
B8EW;U2LA
B8EW;OYWT
B8EW;HCVP
B8EW;LQHR
B8EW;SGZ4
B8EW;B0ZM
UBUJ;WNCX
UBUJ;EVX9
UBUJ;WWJO
QISO;JIJZ
LCCO;S3R8
DJU0;O5IK
R0BW;IHKC
NNUJ;LKVP
YEZT;UAS0
YEZT;T7Z4
YEZT;FCLC
L0BM;RMMJ
L0BM;TZBV
L0BM;ZSRS
L0BM;CYGP
L0BM;S4OA
LPXQ;EVVW
LPXQ;HCVP
LPXQ;LQHR
LPXQ;OKAW
LPXQ;V1KN
LPXQ;SGZ4
LPXQ;B0ZM
P9QM;BKBF
B7W7;JSRU
T5HB;S4OA
T5HB;F9JA
T5HB;PGEC
YPOA;B3SH
YPOA;V7SG
YPOA;EWYB
YPOA;DQEW
YPOA;GLKT
WUF3;E6MO
WUF3;AKQG
PPUY;W6GJ
ASOU;Q2XN
ASOU;P0WC
ASOU;IOMQ
OQGF;JSRU
SNLT;UULX
KMFK;UUIV
KMFK;E0IL
TTEX;NZKN
TTEX;UPGB
E2MS;T8S5
BHEH;Z4KY
NCNP;BCFO
E3IL;JSRU
E3IL;S1H8
O5JG;GVJ1
O5JG;C2HP
O5JG;JMG3
EZQM;EVVW
EZQM;LQHR
EZQM;EXD1
EZQM;O0O0
EZQM;FUUP
Z5EU;OPOE
R9VG;DMAA
OXMX;EVVW
OXMX;U2LA
OXMX;HCVP
OXMX;LQHR
OXMX;OKAW
OXMX;V1KN
OXMX;SGZ4
OXMX;B0ZM
MHBN;S9UI
MHBN;F3F2
MHBN;DLV8
OKFF;INPA
JHBL;E3O2
JHBL;PAE0
S0J5;PMQA
S0J5;OBQ0
NUDZ;QKVG
NUDZ;MMO5
JDUB;W7HS
JDUB;RSHN
ALZN;J3KG
ALZN;BKBF
ALZN;LDCT
L4S6;E5RO
ACSJ;U5GF
KRS2;UYL7
HHNO;ELL3
HHNO;CGIN
HHNO;UGFM
HHNO;FHWB
HHNO;HAT4
HHNO;LVVG
HHNO;SOO9
HHNO;QQX1
HHNO;BINF
HHNO;AJW7
XJFB;T8S5
XJFB;TAER
ZDKP;IGHU
ZDKP;N9BJ
SJKV;HZAB
S8H7;P1B0
S8H7;DZVS
UJDJ;OPOE
UJDJ;F3TK
DYNV;PRWN
WEP8;LQBA
W5JW;PRWN
DUR6;I7BT
DUR6;IHKC
DUR6;DWSC
P6Z5;HRWN
P6Z5;XHU3
P6Z5;EUJQ
PXWQ;H3WS
PXWQ;YDDR
NBC0;EVVW
NBC0;BGMC
NBC0;O7Z2
NBC0;HCVP
UMPF;QDVF
V2HQ;AMK7
O5K3;RGFW
O5K3;DDFW
P9OJ;ONTA
G9VP;AHD1
G9VP;I8YK
L6TS;YAHQ
SUGL;BCFO
YSWQ;LDCT
T8S5;XSUD
T8S5;LDDO
T8S5;HPH0
T8S5;UTRK
T8S5;M0TT
T8S5;JXKG
T8S5;QDH9
T8S5;VJF9
T8S5;I5HV
T8S5;RRLN
OGD4;NOA1
OGD4;KPSP
N6Z1;PNNJ
N6Z1;JECX
DCC4;VZD8
SEIC;ZXVH
SEIC;AKM7
SEIC;FPJS
SEIC;AAJR
SEIC;HCDF
EEC2;PRWN
ALYN;G7RL
ALYN;C8XL
ALYN;NGUZ
ALYN;GZS0
ROSR;R4EO
ROSR;VUBK
ROSR;YOKL
ROSR;YWCZ
ROSR;SYML
BXW0;E5RO
ANZL;QMIY
ANZL;P5P9
AIWC;MBJ8
AIWC;IMHL
QIFV;CXJ2
QIFV;XZYF
HYVO;J1C5
A2Y7;R8L4
A2Y7;GGN0
BSZW;B3SH
AJW7;LVVG
AJW7;UGFM
AJW7;FHWB
AJW7;RKQ2
AJW7;BINF
I2MN;T0XB
CZDP;P7O6
CZDP;TNTW
CZDP;L0VD
CZDP;XAH1
V7GZ;TUSW
V7GZ;ZCCP
YAHQ;R2D9
USZI;SIB1
USZI;N2XI
YEG1;J0JR
FAHN;MZDP
ABZM;XKUX
LGG5;INPA
LGG5;PLOH
E5XQ;R2D9
E5XQ;WSTT
YDDR;H3WS
SHYM;L4HQ
SHYM;JECX
SHYM;HKKN
CLZX;VUBK
YTI7;NCAN
YTI7;RLWX
YTI7;IJHA
YTI7;ZYJH
DOGC;JGV9
CLLP;YGL8
CLLP;VNM7
YNEK;VZD8
UEL6;L5AX
PKVO;QGLC
PKVO;U0V8
PKVO;C9NB
PKVO;MVXR
PKVO;E1IK
PKVO;GWYA
EUQ6;VCAK
EUQ6;Z3LG
EXO4;SUJI
EXO4;LMX5
GKPC;VUBK
GKPC;UYL7
STF2;UVRR
STF2;EBJ6
STF2;A2CK
NPRS;DEZM
PEGA;QKVG
PEGA;MMO5
B9WA;JLXO
LPJK;TMNM
PMJM;CXJ2
PMJM;XZYF
YJWY;ZDXR
N9BJ;VUBK
N9BJ;RQUQ
N9BJ;IGHU
N9BJ;UYL7
V8MF;N2XI
D1O6;B3SH
D1O6;U1X5
D1O6;GLKT
D1O6;EWYB
D1O6;U2LA
N7YV;D4BU
U4OW;GWYA
U4OW;KXDS
U4OW;OHJO
U4OW;FXAD
U4OW;KXQG
G6YC;JSRU
G0VU;IGHU
SVPP;A5ME
E0GF;NYHB
E0GF;SMWZ
W4NI;N2XI
RPFC;P0W0
RPFC;HAP6
JPFY;JSRU
JPFY;NYF3
TRLM;TGRW
MVEZ;WBTX
MVEZ;I1N7
S1YP;OGMN
FEB0;IYS3
FEB0;B7RG
FEB0;K7Z2
OTKC;KPSP
OTKC;GIFI
KPBL;L8Z6
KPBL;UMOG
KPBL;LRJV
B5MC;J1T4
B5MC;Z4O3
LQVN;KXQG
NVJM;JNYX
NVJM;PEJC
NVJM;COUR
NVJM;XVFG
ZMMP;JVW2
B8Y4;BCFO
CAMO;N2XI
CAMO;SIB1
KQXV;TGRW
OBQ0;FSAR
OBQ0;PMQA
GRJP;Y9Y7
GRJP;HPOZ
GRJP;KJAH
XHU3;HRWN
XHU3;EUJQ
QREW;JXIU
QREW;QIET
QGLC;MVXR
QGLC;GWYA
RSHN;SGZ4
RSHN;OYWT
RSHN;W7HS
RSHN;B0ZM
RSHN;LQHR
TWJ2;UMOG
EVX9;WNCX
S1H8;U2IB
S1H8;VQBO
S1H8;ZWD6
S1H8;OMTQ
S1H8;CXX7
S1H8;O5IK
S1H8;B3ER
S1H8;UDFY
PZZX;T0XB
PZZX;LHUG
PZZX;S1WU
PZZX;ALTF
K4NO;GSY8
QYAY;E0LH
